134_JUDD\0.7\134_JUDD_Main.mas  Tyre name: Name="Avon"
F1_1986_LE_0.97\0.97\m186_LE_main.mas  Tyre name: Name="Medium"
F1_1986_LE_0.97\0.97\m186_LE_main.mas  Tyre name: Name="Hard"
F1_1986_LE_0.97\0.97\MP4_LE_main.mas  Tyre name: Name="Wet"
F1_1986_LE_0.97\0.97\MP4_LE_main.mas  Tyre name: Name="Qualifying tires"
F1_1986_LE_0.97\0.97\MP4_LE_main.mas  Tyre name: Name="Soft"
F1_1986_LE_0.97\0.97\MP4_LE_main.mas  Tyre name: Name="Medium"
F1_1986_LE_0.97\0.97\MP4_LE_main.mas  Tyre name: Name="Hard"
F1_1986_LE_0.97\0.97\thl2_LE_main.mas  Tyre name: Name="Wet"
F1_1986_LE_0.97\0.97\thl2_LE_main.mas  Tyre name: Name="Qualifying tires"
F1_1986_LE_0.97\0.97\thl2_LE_main.mas  Tyre name: Name="Soft"
F1_1986_LE_0.97\0.97\thl2_LE_main.mas  Tyre name: Name="Medium"
F1_1986_LE_0.97\0.97\thl2_LE_main.mas  Tyre name: Name="Hard"
F1_1986_LE_0.97\0.97\thl2_LE_main.mas  Tyre name: Name="Wet"
F1_1986_LE_0.97\0.97\thl2_LE_main.mas  Tyre name: Name="Qualifying tires"
F1_1986_LE_0.97\0.97\thl2_LE_main.mas  Tyre name: Name="Soft"
F1_1986_LE_0.97\0.97\thl2_LE_main.mas  Tyre name: Name="Medium"
F1_1986_LE_0.97\0.97\thl2_LE_main.mas  Tyre name: Name="Hard"
F1_1988_Cars\0.941\Common88.mas  Tyre name: Name="Dry"
F1_1988_Cars\0.941\Common88.mas  Tyre name: Name="Wet"
F1_1988_Cars\0.941\P959_PC.mas  Tyre name: Name="Hard Compound"
mak-corp_group_c\1.1\MAZDA_787B_Main.mas  Tyre name: Name="Sprint"
mak-corp_group_c\1.1\MAZDA_787B_Main.mas  Tyre name: Name="Enduro"
mak-corp_group_c\1.1\MAZDA_787B_Main.mas  Tyre name: Name="Rain"
mak-corp_group_c\1.1\PORSCHE_962C_Main.mas  Tyre name: Name="R500"
mak-corp_group_c\1.1\PORSCHE_962C_Main.mas  Tyre name: Name="R600"
mak-corp_group_c\1.1\PORSCHE_962C_Main.mas  Tyre name: Name="Rain"
mak-corp_group_c\1.1\PORSCHE_962C_Main.mas  Tyre name: Name="Yokohama"
mak-corp_group_c\1.1\PORSCHE_962C_Main.mas  Tyre name: Name="Rain"
mak-corp_group_c\1.1\SAUBER_C11_Main.mas  Tyre name: Name="R500"
mak-corp_group_c\1.1\SAUBER_C11_Main.mas  Tyre name: Name="R600"
mak-corp_group_c\1.1\SAUBER_C11_Main.mas  Tyre name: Name="Intermediate"
mak-corp_group_c\1.1\SAUBER_C11_Main.mas  Tyre name: Name="Wet"
